"Date","Amount","Category","Vendor","Customer"
"2026-03-07","41332","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-14","36505","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-02-10","2264","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-04","16075","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-03","21927","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-01","41814","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-14","49463","Tax Provision","Azure Utilities","Retail Giant A"
"2026-03-16","20876","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-12","8101","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-12","47918","Professional Fees","Azure Utilities","Retail Giant A"
"2026-02-28","40892","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-20","23947","Inventory","Azure Utilities","Public Sector Dept"
"2026-02-02","30444","Rent","Azure Utilities","Retail Giant A"
"2026-01-31","27385","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-01-21","14657","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-02-12","17479","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-21","6952","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-09","18770","Rent","Prime Consulting","Direct Consumer"
"2026-03-05","9255","Inventory","Azure Utilities","Direct Consumer"
"2026-03-11","25230","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-28","7869","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-07","11233","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-30","15094","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-21","29991","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-02-17","9083","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-22","26254","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-19","14916","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-29","22554","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-15","35456","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-27","44819","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-25","1089","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-28","37421","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-02-25","27891","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-02-19","2750","Rent","Azure Utilities","Public Sector Dept"
"2026-02-07","45192","Inventory","Azure Utilities","Retail Giant A"
"2026-03-31","12154","Inventory","Azure Utilities","Retail Giant A"
"2026-03-20","15352","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-02","6214","Rent","Prime Consulting","Public Sector Dept"
"2026-02-25","11920","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-01-18","26149","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-29","42554","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-27","30764","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-07","19251","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-18","8125","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-19","21985","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-24","31544","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-01-27","10684","Rent","Prime Consulting","Retail Giant A"
"2026-03-11","36646","Rent","TechLogistics Corp","Direct Consumer"
"2026-02-27","41616","Inventory","TechLogistics Corp","Direct Consumer"
"2026-02-23","30649","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-27","6244","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-09","27087","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-18","32114","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-04","46669","Rent","Prime Consulting","Public Sector Dept"
"2026-03-10","39414","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-15","10703","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-08","21633","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-02-11","38585","Rent","Prime Consulting","SmallBiz Inc"
"2026-02-19","40532","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-15","9440","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-02-24","32302","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-27","4805","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-01-24","10776","Inventory","TechLogistics Corp","Direct Consumer"
"2026-03-03","25255","Inventory","TechLogistics Corp","Retail Giant A"
"2026-02-02","4786","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-25","40828","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-16","40418","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-22","29148","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-12","3601","Inventory","Prime Consulting","Direct Consumer"
"2026-02-24","1523","Rent","Prime Consulting","Retail Giant A"
"2026-03-11","34768","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-31","39796","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-16","7637","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-11","48070","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-23","23776","Inventory","Prime Consulting","SmallBiz Inc"
"2026-02-10","48402","Inventory","Azure Utilities","Retail Giant A"
"2026-03-23","18922","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-03-06","47555","Professional Fees","Prime Consulting","Direct Consumer"
"2026-02-08","33125","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-11","24463","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-01-27","33669","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-01-21","37757","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-02-16","26604","Tax Provision","Global Office Ltd","SmallBiz Inc"
"2026-01-15","35061","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-11","14070","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-02-17","32177","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-17","7757","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-30","14316","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-10","46170","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-11","8405","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-02-26","11695","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-06","18175","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-16","35429","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-31","29317","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-19","28736","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-12","38880","Tax Provision","Azure Utilities","Direct Consumer"
"2026-03-26","10005","Inventory","Azure Utilities","Direct Consumer"
"2026-02-13","13800","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-03-09","19079","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-01-09","38170","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-06","16238","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-28","28379","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-24","33311","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-01","24035","Rent","Prime Consulting","Direct Consumer"
"2026-01-06","31743","Rent","Global Office Ltd","Direct Consumer"
"2026-01-07","6101","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-21","45232","Inventory","Prime Consulting","Retail Giant A"
"2026-02-01","11431","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-25","20491","Inventory","Azure Utilities","Direct Consumer"
"2026-03-13","47620","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-05","5857","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-12","38731","Professional Fees","Azure Utilities","Direct Consumer"
"2026-01-13","3309","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-23","24175","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-07","42563","Inventory","Azure Utilities","Direct Consumer"
"2026-03-17","7030","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-03-13","27698","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-03-09","11026","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-12","3550","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-06","42647","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-27","18518","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-02-01","15428","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-24","17077","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-06","2203","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-03-18","42520","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-07","43902","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-20","46324","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-25","45602","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-17","27760","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-11","45007","Tax Provision","Azure Utilities","Retail Giant A"
"2026-03-14","14250","Rent","TechLogistics Corp","Public Sector Dept"
"2026-03-12","2203","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-08","22974","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-01","37912","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-03-27","13944","Inventory","Azure Utilities","Public Sector Dept"
"2026-03-20","6802","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-01-02","4264","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-30","25636","Inventory","Prime Consulting","SmallBiz Inc"
"2026-02-28","49374","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-23","49457","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-29","1221","Rent","Azure Utilities","Direct Consumer"
"2026-02-11","16279","Inventory","Prime Consulting","Retail Giant A"
"2026-03-18","36264","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-04","24949","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-01-24","3680","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-10","48389","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-10","37187","Rent","TechLogistics Corp","Public Sector Dept"
"2026-02-01","45842","Rent","Azure Utilities","Retail Giant A"
"2026-02-28","28011","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-21","48627","Rent","Prime Consulting","Direct Consumer"
"2026-01-18","9504","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-27","40622","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-05","7707","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-23","49719","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-14","21059","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-06","43097","Rent","Prime Consulting","Retail Giant A"
"2026-03-13","49465","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-21","39446","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-02","48682","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-06","32109","Rent","Prime Consulting","Retail Giant A"
"2026-02-06","32177","Rent","Azure Utilities","Retail Giant A"
"2026-03-03","1770","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-02-12","41309","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-10","43616","Inventory","TechLogistics Corp","Retail Giant A"
"2026-03-03","2538","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-13","11177","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-01-22","42230","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-21","41205","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-02","33428","Rent","Prime Consulting","Public Sector Dept"
"2026-01-09","15066","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-03-12","39031","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-03-26","3510","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-25","4993","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-01-07","14151","Inventory","Prime Consulting","Direct Consumer"
"2026-01-15","49954","Rent","Global Office Ltd","Direct Consumer"
"2026-03-29","40433","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-02-23","6973","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-30","28251","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-02-18","49588","Inventory","Prime Consulting","Direct Consumer"
"2026-03-11","27894","Professional Fees","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","40577","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-10","26940","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-01-24","14391","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-23","29943","Rent","Prime Consulting","SmallBiz Inc"
"2026-02-18","19567","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-08","16782","Professional Fees","Azure Utilities","Retail Giant A"
"2026-02-01","33982","Rent","Azure Utilities","Direct Consumer"
"2026-01-28","31036","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-05","16720","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-03-14","37616","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-29","46708","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-02-14","8800","Rent","Azure Utilities","Direct Consumer"
"2026-03-25","42977","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-12","1902","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-03-10","15991","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-02-11","12282","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-01-13","26217","Rent","Prime Consulting","Retail Giant A"
"2026-01-26","2267","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-26","4013","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-04","48846","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-01-07","4034","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-01-27","31789","Rent","Global Office Ltd","Direct Consumer"
"2026-01-09","40732","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-04","42036","Inventory","TechLogistics Corp","Retail Giant A"
"2026-03-18","48969","Inventory","Prime Consulting","Public Sector Dept"
"2026-03-09","11471","Tax Provision","Azure Utilities","Direct Consumer"
"2026-02-04","9039","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-15","46565","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-02-19","20437","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-12","48849","Rent","TechLogistics Corp","Public Sector Dept"
"2026-01-14","46384","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-02-10","6888","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-02-24","19092","Inventory","Global Office Ltd","Retail Giant A"
"2026-01-04","8463","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-04","25790","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-02-21","33695","Tax Provision","Prime Consulting","Direct Consumer"
"2026-01-04","24883","Rent","Global Office Ltd","Direct Consumer"
"2026-01-11","2161","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-03-14","38222","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-03-19","19203","Inventory","Prime Consulting","Retail Giant A"
"2026-01-15","41277","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-13","35756","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-26","2600","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-09","42908","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-31","35781","Professional Fees","Azure Utilities","Retail Giant A"
"2026-02-28","20866","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-29","1033","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-22","11314","Rent","Azure Utilities","Public Sector Dept"
"2026-01-08","16520","Rent","Prime Consulting","Retail Giant A"
"2026-02-01","35595","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-22","41584","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-03-06","7598","Professional Fees","Azure Utilities","Retail Giant A"
